Statement,Label,,,
S:-)if we have one good partnership going we will take lead:),TRUE,,,
RGENT! This is the 2nd attempt to contact U!U have WON �1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max�7. 50,FALSE,,,
"Yeah, where's your class at?",TRUE,,,
No just send to you. Bec you in temple na.,TRUE,,,
"You aren't coming home between class, right? I need to work out and shower!",TRUE,,,
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls�1/minMobsmoreLKPOBOX177HP51FL,FALSE,,,
S but mostly not like that.,TRUE,,,
�� v ma fan...,TRUE,,,
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,TRUE,,,
Guess who spent all last night phasing in and out of the fourth dimension,TRUE,,,
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,TRUE,,,
"Yes..but they said its IT.,",TRUE,,,
Very hurting n meaningful lines ever: \I compromised everything for my love,TRUE,,,
Lmao!nice 1,TRUE,,,
Glad to see your reply.,TRUE,,,
URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,FALSE,,,
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,FALSE,,,
Nah dub but je still buff,TRUE,,,
Painful words- \I thought being Happy was the most toughest thing on Earth... But,TRUE,,,
"Yeah, that's fine! It's �6 to get in, is that ok? ",TRUE,,,
Lol where do u come up with these ideas?,TRUE,,,
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",TRUE,,,
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",TRUE,,,
Okay... We wait ah,TRUE,,,
Y lei?,TRUE,,,
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,TRUE,,,
Already am squatting is the new way of walking,TRUE,,,
Do you want bold 2 or bb torch,TRUE,,,
Cramps stopped. Going back to sleep,TRUE,,,
todays vodafone numbers ending with 0089(my last four digits) are selected to received a �350 award. If your number matches please call 09063442151 to claim your �350 award,FALSE,,,
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,FALSE,,,
Nan sonathaya soladha. Why boss?,TRUE,,,
Bring tat cd don forget,TRUE,,,
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. �1.50 SP:Tyrone,FALSE,,,
I don't know but I'm raping dudes at poker,TRUE,,,
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,TRUE,,,
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,TRUE,,,
�� eatin later but i'm eatin wif my frens now lei... �� going home first? ,TRUE,,,
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,TRUE,,,
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",TRUE,,,
Hai priya are you right. What doctor said pa. Where are you.,TRUE,,,
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",FALSE,,,
Ok...,TRUE,,,
Please ask mummy to call father,TRUE,,,
Can come my room but cannot come my house cos my house still messy... Haha...,TRUE,,,
I have lost 10 kilos as of today!,TRUE,,,
Just taste fish curry :-P,TRUE,,,
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,TRUE,,,
Yun ah.now �_ wkg where?btw if �_ go nus sc. �� wana specialise in wad?,TRUE,,,
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,TRUE,,,
Was doing my test earlier. I appreciate you. Will call you tomorrow.,TRUE,,,
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",TRUE,,,
U meet other fren dun wan meet me ah... Muz b a guy rite...,TRUE,,,
"(No promises on when though, haven't even gotten dinner yet)",TRUE,,,
I got your back! Do you have any dislikes in bed?,TRUE,,,
o turns out i had stereo love on mi phone under the unknown album.,TRUE,,,
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,FALSE,,,
Yeah I don't see why not,TRUE,,,
Asking do u knw them or nt? May be ur frnds or classmates?,TRUE,,,
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",TRUE,,,
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,FALSE,,,
"As in missionary hook up, doggy hook up, standing...|",TRUE,,,
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,TRUE,,,
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",TRUE,,,
Am watching house ��� very entertaining ��� am getting the whole hugh laurie thing ��� even with the stick ��� indeed especially with the stick.,TRUE,,,
Thought praps you meant another one. Goodo! I'll look tomorrow ,TRUE,,,
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur ��rents mayb interested in it, I hav 12,000pes, so around �48, tb, James.",TRUE,,,
There bold 2  &lt;#&gt; . Is that yours,TRUE,,,
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,TRUE,,,
"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",TRUE,,,
I went to project centre,TRUE,,,
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,TRUE,,,
Lol yeah at this point I guess not,TRUE,,,
Doing project w frens lor. ,TRUE,,,
Lol. Well quality aint bad at all so i aint complaining,TRUE,,,
"K, can that happen tonight?",TRUE,,,
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive �5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",FALSE,,,
"I think we're going to finn's now, come",TRUE,,,
Why tired what special there you had,TRUE,,,
I will come tomorrow di,TRUE,,,
I cant pick the phone right now. Pls send a message,TRUE,,,
K go and sleep well. Take rest:-).,TRUE,,,
U guys never invite me anywhere :(,TRUE,,,
UR GOING 2 BATRUEAS! CallFREEFONE 08081560665 and speak to a live operator to claim either BaTRUEas cruise of�2000 CASH 18+only. To opt out txt X to 07786200117,FALSE,,,
I can do that! I want to please you both inside and outside the bedroom...,TRUE,,,
"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",TRUE,,,
I love to wine and dine my lady!,TRUE,,,
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,FALSE,,,
"I��m cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",TRUE,,,
I don know account details..i will ask my mom and send you.my mom is out of reach now.,TRUE,,,
I think u have the wrong number.,TRUE,,,
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),TRUE,,,
DO NOT B LATE LOVE MUM,TRUE,,,
Got it..mail panren paru..,TRUE,,,
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,TRUE,,,
Give one miss from that number please,TRUE,,,
Jus came back fr lunch wif my sis only. U leh?,TRUE,,,
How is your schedule next week? I am out of town this weekend.,TRUE,,,
Really good:)dhanush rocks once again:),TRUE,,,
Lmao ok I wont be needing u to do my hair anymore.,TRUE,,,
"Miss ya, need ya, want ya, love ya.",TRUE,,,
Sorry i'm not free...,TRUE,,,
Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,TRUE,,,
Nt yet chikku..simple habba..hw abt u?,TRUE,,,
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",TRUE,,,
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,TRUE,,,
Joy's father is John. Then John is the NAME of Joy's father. Mandan,TRUE,,,
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY �10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,FALSE,,,
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,TRUE,,,
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,FALSE,,,
"K, want us to come by now?",TRUE,,,
How. Its a little difficult but its a simple way to enter this place,TRUE,,,
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,TRUE,,,
Dont show yourself. How far. Put new pictures up on facebook.,TRUE,,,
Watching tv now. I got new job :),TRUE,,,
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",TRUE,,,
"I'm not coming over, do whatever you want",TRUE,,,
"Its ok chikku, and its my 1 of favourite song..:-)",TRUE,,,
Did u see what I posted on your Facebook?,TRUE,,,
Call FREEPHONE 0800 542 0578 now!,FALSE,,,
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,FALSE,,,
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",TRUE,,,
"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",FALSE,,,
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,FALSE,,,
";-( oh well, c u later",TRUE,,,
My uncles in Atlanta. Wish you guys a great semester.,TRUE,,,
No dear i do have free messages without any recharge. Hi hi hi,TRUE,,,
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",TRUE,,,
I dun believe u. I thk u told him.,TRUE,,,
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",TRUE,,,
Yes:)sura in sun tv.:)lol.,TRUE,,,
Arun can u transfr me d amt,TRUE,,,
Takin a shower now but yeah I'll leave when I'm done,TRUE,,,
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,TRUE,,,
U haven��t lost me ill always b here 4u.i didn��t intend 2 hurt u but I never knew how u felt about me when Iwas+marine&that��s what itried2tell urmom.i careabout u,TRUE,,,
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",FALSE,,,
You bad girl. I can still remember them,TRUE,,,
How much i gave to you. Morning.,TRUE,,,
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",TRUE,,,
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",TRUE,,,
Can i get your opinion on something first?,TRUE,,,
That one week leave i put know that time. Why.,TRUE,,,
"If we hit it off, you can move in with me :)",TRUE,,,
excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,TRUE,,,
I wanna watch that movie,TRUE,,,
Ok lor thanx... �� in school?,TRUE,,,
I'm in class. Did you get my text.,TRUE,,,
The bus leaves at  &lt;#&gt; ,TRUE,,,
God bless.get good sleep my dear...i will pray!,TRUE,,,
Todays Voda numbers ending 1225 are selected to receive a �50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,FALSE,,,
Do have a nice day today. I love you so dearly.,TRUE,,,
Aiyo a bit pai seh �_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,TRUE,,,
"Aight, I'll ask a few of my roommates",TRUE,,,
"Now, whats your house # again ? And do you have any beer there ?",TRUE,,,
Do �_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,TRUE,,,
"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",TRUE,,,
Yes we are chatting too.,TRUE,,,
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,TRUE,,,
Sian... Aft meeting supervisor got work 2 do liao... U working now?,TRUE,,,
Are you going to write ccna exam this week??,TRUE,,,
Well i will watch shrek in 3D!!B),TRUE,,,
Am i that much dirty fellow?,TRUE,,,
Dunno dat's wat he told me. Ok lor...,TRUE,,,
I'll probably be by tomorrow (or even later tonight if something's going on),TRUE,,,
I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,TRUE,,,
If you're thinking of lifting me one then no.,TRUE,,,
Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,TRUE,,,
Sent me ur email id soon,TRUE,,,
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,TRUE,,,
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",TRUE,,,
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,TRUE,,,
May i call You later Pls,TRUE,,,
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",FALSE,,,
That's the way you should stay oh.,TRUE,,,
Hello- thanx for taking that call. I got a job! Starts on monday!,TRUE,,,
What time is ur flight tmr?,TRUE,,,
When should I come over?,TRUE,,,
I have a rather prominent bite mark on my right cheek,TRUE,,,
* Will be september by then!,TRUE,,,
Are you wet right now?,TRUE,,,
And how's your husband.,TRUE,,,
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",FALSE,,,
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,TRUE,,,
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,TRUE,,,
I am in your office na.,TRUE,,,
"\Are you comingdown later?\""""",TRUE,,,
Super da:)good replacement for murali,TRUE,,,
Da is good good player.why he is unsold.,TRUE,,,
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,TRUE,,,
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,TRUE,,,
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",FALSE,,,
I dont want to hear philosophy. Just say what happen,TRUE,,,
You got job in wipro:)you will get every thing in life in 2 or 3 years.,TRUE,,,
Then cant get da laptop? My matric card wif �_ lei... ,TRUE,,,
Dunno da next show aft 6 is 850. Toa payoh got 650.,TRUE,,,
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",FALSE,,,
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,TRUE,,,
They did't play one day last year know even though they have very good team.. Like india.,TRUE,,,
K.:)you are the only girl waiting in reception ah?,TRUE,,,
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",TRUE,,,
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,TRUE,,,
"Sir, i am waiting for your call.",TRUE,,,
What's up. Do you want me to come online?,TRUE,,,
"It could work, we'll reach a consensus at the next meeting",TRUE,,,
Aiyah then i wait lor. Then u entertain me. Hee...,TRUE,,,
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",TRUE,,,
I'll let you know when it kicks in,TRUE,,,
You call him now ok i said call him,TRUE,,,
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,TRUE,,,
Or �_ go buy wif him then i meet �_ later can?,TRUE,,,
Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,TRUE,,,
Today my system sh get ready.all is well and i am also in the deep well,TRUE,,,
Mom wants to know where you at,TRUE,,,
"Aight, I'll text you when I'm back",TRUE,,,
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,TRUE,,,
Oh ok i didnt know what you meant. Yep i am baby jontin,TRUE,,,
You have WON a guaranteed �1000 cash or a �2000 prize.To claim yr prize call our customer service representative on,FALSE,,,
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,FALSE,,,
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,FALSE,,,
Watching tv now. I got new job :),TRUE,,,
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,TRUE,,,
I AM AT A PARTY WITH ALEX NICHOLS,TRUE,,,
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,FALSE,,,
Just seeing your missed call my dear brother. Do have a gr8 day.,TRUE,,,
Ok.. �� finishing soon?,TRUE,,,
"Sorry, I can't help you on this.",TRUE,,,
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",TRUE,,,
I love your ass! Do you enjoy doggy style? :),TRUE,,,
I think asking for a gym is the excuse for lazy people. I jog.,TRUE,,,
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,FALSE,,,
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or �5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,FALSE,,,
No. On the way home. So if not for the long dry spell the season would have been over,TRUE,,,
I gotta collect da car at 6 lei.,TRUE,,,
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,TRUE,,,
Probably earlier than that if the station's where I think it is,TRUE,,,
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,FALSE,,,
Good Morning plz call me sir,TRUE,,,
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",FALSE,,,
"Uh, heads up we don't have THAT much left",TRUE,,,
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,TRUE,,,
"Aight, sounds good. When do you want me to come down?",TRUE,,,
Wat would u like 4 ur birthday?,TRUE,,,
I love working from home :),TRUE,,,
And miss vday the parachute and double coins??? U must not know me very well...,TRUE,,,
"Sorry, I'll call later",TRUE,,,
My sister got placed in birla soft da:-),TRUE,,,
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,FALSE,,,
Wah... Okie okie... Muz make use of e unlimited... Haha... ,TRUE,,,
"There're some people by mu, I'm at the table by lambda",TRUE,,,
And stop being an old man. You get to build snowman snow angels and snowball fights.,TRUE,,,
ELLO BABE U OK?,TRUE,,,
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,TRUE,,,
Then u going ikea str aft dat?,TRUE,,,
Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,TRUE,,,
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,TRUE,,,
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,TRUE,,,
You want to go? ,TRUE,,,
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,FALSE,,,
Its not that time of the month nor mid of the time?,TRUE,,,
Fffff. Can you text kadeem or are you too far gone,TRUE,,,
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,TRUE,,,
Is fujitsu s series lifebook good?,TRUE,,,
Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,TRUE,,,
Dont know you bring some food,TRUE,,,
No current and food here. I am alone also,TRUE,,,
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,TRUE,,,
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,TRUE,,,
Ok,TRUE,,,
We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,TRUE,,,
"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",TRUE,,,
Omg it could snow here tonite!,TRUE,,,
Call from 08702490080 - tells u 2 call 09066358152 to claim �5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,FALSE,,,
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or �250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,FALSE,,,
Carry on not disturbing both of you,TRUE,,,
What pa tell me.. I went to bath:-),TRUE,,,
Jus finished avatar nigro,TRUE,,,
R u over scratching it?,TRUE,,,
Hope you are having a great day.,TRUE,,,
Did either of you have any idea's? Do you know of anyplaces doing something?,TRUE,,,
My planning usually stops at \find hella weed,TRUE,,,
The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,TRUE,,,
Excellent! Are you ready to moan and scream in ecstasy?,TRUE,,,
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A�1.50 minAPN LS278BB,FALSE,,,
Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,TRUE,,,
"WELL DONE! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",FALSE,,,
K...k:)why cant you come here and search job:),TRUE,,,
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,TRUE,,,
"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",TRUE,,,
Can �_ call me at 10:10 to make sure dat i've woken up...,TRUE,,,
Hey we can go jazz power yoga hip hop kb and yogasana ,TRUE,,,
The battery is for mr adewale my uncle. Aka Egbon,TRUE,,,
I cant pick the phone right now. Pls send a message,TRUE,,,
Wait 2 min..stand at bus stop,TRUE,,,
Oh ic. I thought you meant mary jane.,TRUE,,,
Haha... Really oh no... How? Then will they deduct your lesson tmr?,TRUE,,,
Nah im goin 2 the wrks with j wot bout u?,TRUE,,,
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,TRUE,,,
Good night. Am going to sleep.,TRUE,,,
"Aight I'll grab something to eat too, text me when you're back at mu",TRUE,,,
K...k:)why cant you come here and search job:),TRUE,,,
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,TRUE,,,
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",TRUE,,,
Howz that persons story,TRUE,,,
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,FALSE,,,
LOL that would be awesome payback.,TRUE,,,
it to 80488. Your 500 free text messages are valid until 31 December 2005.,FALSE,,,
Yes :)it completely in out of form:)clark also utter waste.,TRUE,,,
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",TRUE,,,
Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,TRUE,,,
What's a feathery bowa? Is that something guys have that I don't know about?,TRUE,,,
Even i cant close my eyes you are in me our vava playing umma :-D,TRUE,,,
2 laptop... I noe infra but too slow lar... I wan fast one,TRUE,,,
You have won a guaranteed �200 award or even �1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,FALSE,,,
Nvm it's ok...,TRUE,,,
Enjoy ur life. . Good night,TRUE,,,
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march ��_ ish!,TRUE,,,
I had askd u a question some hours before. Its answer,TRUE,,,
Thats cool. Where should i cum? On you or in you? :),TRUE,,,
Delhi and chennai still silent.,TRUE,,,
Lol alright i was thinkin that too haha,TRUE,,,
Reply to win �100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,FALSE,,,
No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,TRUE,,,
Shhhhh nobody is supposed to know!,TRUE,,,
"Sorry, I'll call later",TRUE,,,
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",TRUE,,,
Hey i will be late... i'm at amk. Need to drink tea or coffee,TRUE,,,
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,TRUE,,,
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,FALSE,,,
The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,TRUE,,,
S..antha num corrct dane,TRUE,,,
No calls..messages..missed calls,TRUE,,,
"Sorry, I'll call later",TRUE,,,
The basket's gettin full so I might be by tonight,TRUE,,,
HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,TRUE,,,
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,TRUE,,,
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,FALSE,,,
Eh den sat u book e kb liao huh...,TRUE,,,
Have you been practising your curtsey?,TRUE,,,
Shall i come to get pickle,TRUE,,,
Lol boo I was hoping for a laugh,TRUE,,,
\YEH I AM DEF UP4 SOMETHING SAT,TRUE,,,
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",TRUE,,,
LMAO where's your fish memory when I need it?,TRUE,,,
